query_index,descriptor_access_s,scoring_s,sorting_s,total_s
260,1.548323780298233e-07,0.10564048704691231,0.00021251104772090912,0.10585458017885685
261,1.9301660358905792e-07,0.10602568509057164,0.00021107983775436878,0.10623789601959288
262,1.1106021702289581e-07,0.10653280303813517,0.00021889014169573784,0.10675370087847114
263,1.441221684217453e-07,0.10525131807662547,0.00020911195315420628,0.10546153201721609
264,1.5809200704097748e-07,0.10548966191709042,0.00021627405658364296,0.10570747312158346
265,1.25030055642128e-07,0.10550615005195141,0.0002170400694012642,0.10572467115707695
266,1.1594966053962708e-07,0.10561587405391037,0.000209511024877429,0.10582657414488494
267,1.8416903913021088e-07,0.10524653410539031,0.0002623519394546747,0.1055105859413743
268,1.25030055642128e-07,0.10594792710617185,0.00020880415104329586,0.10615809494629502
269,1.4505349099636078e-07,0.10580782103352249,0.00020503508858382702,0.10601404402405024
270,1.1292286217212677e-07,0.106849699979648,0.00020675407722592354,0.10705768200568855
271,1.548323780298233e-07,0.10649426490999758,0.00021188799291849136,0.1067078320775181
272,1.2898817658424377e-07,0.10599716613069177,0.00020471005700528622,0.1062034429050982
273,1.3317912817001343e-07,0.10563281504437327,0.00020953593775629997,0.10584392584860325
274,8.288770914077759e-08,0.10591171798296273,0.0002023768611252308,0.10611543897539377
275,9.313225746154785e-08,0.10619967011734843,0.00020911195315420628,0.10641014412976801
276,1.2596137821674347e-07,0.10757920192554593,0.00020372308790683746,0.10778397391550243
277,2.039596438407898e-07,0.10673074680380523,0.00019766693003475666,0.10692957113496959
278,1.1292286217212677e-07,0.10647355113178492,0.00020555919036269188,0.10668049682863057
279,1.4202669262886047e-07,0.10582119808532298,0.00020473217591643333,0.10602704994380474
280,1.3387762010097504e-07,0.10628080111928284,0.00019901804625988007,0.10648191487416625
281,1.0896474123001099e-07,0.10552618280053139,0.00020084506832063198,0.1057282779365778
282,1.2316741049289703e-07,0.10597258107736707,0.00020076101645827293,0.10617448901757598
283,2.3585744202136993e-07,0.10563953802920878,0.00020143715664744377,0.1058426140807569
284,1.1897645890712738e-07,0.10606620996259153,0.00020146113820374012,0.10627141105942428
285,1.9301660358905792e-07,0.1059207699727267,0.00020325696095824242,0.10612531309016049
286,1.380685716867447e-07,0.10593317891471088,0.0002034751232713461,0.10613788105547428
287,1.4808028936386108e-07,0.1056937100365758,0.00020143995061516762,0.10589647479355335
288,1.5692785382270813e-07,0.10588050005026162,0.00020157801918685436,0.10608341894112527
289,1.1897645890712738e-07,0.10566130490042269,0.00020337221212685108,0.10586570389568806
290,1.2596137821674347e-07,0.10569399618543684,0.0002023959532380104,0.10589767596684396
291,1.41095370054245e-07,0.1056033750064671,0.00020601111464202404,0.10581074398942292
292,1.548323780298233e-07,0.10516134696081281,0.0002008192241191864,0.10536359599791467
293,1.150183379650116e-07,0.10572314402088523,0.00019811303354799747,0.105922712944448
294,9.592622518539429e-08,0.1059761990327388,0.00019836798310279846,0.1061756000854075
295,1.3201497495174408e-07,0.1052845329977572,0.00019864505156874657,0.10548433614894748
296,1.2386590242385864e-07,0.10642371722497046,0.00020051700994372368,0.10662533808499575
297,8.89413058757782e-08,0.10518428799696267,0.00020305486395955086,0.10538843786343932
298,8.89413058757782e-08,0.10540503403171897,0.0002056509256362915,0.1056120959110558
299,1.1106021702289581e-07,0.10689597995951772,0.00021010288037359715,0.10710744187235832
300,1.0896474123001099e-07,0.10590926581062376,0.00019853212870657444,0.106108782812953
301,9.592622518539429e-08,0.10534391505643725,0.0001956119667738676,0.10554037499241531
302,8.89413058757782e-08,0.10606014006771147,0.0001995069906115532,0.1062609190121293
303,1.3597309589385986e-07,0.10735800000838935,0.00019546598196029663,0.10755464807152748
304,1.150183379650116e-07,0.10910414205864072,0.00019490905106067657,0.10930027812719345
305,1.180451363325119e-07,0.10613844101317227,0.0001919628120958805,0.10633177403360605
306,1.1012889444828033e-07,0.10637402511201799,0.0001895190216600895,0.10656475205905735
307,2.1583400666713715e-07,0.10597575502470136,0.00019589602015912533,0.10617300984449685
308,1.6088597476482391e-07,0.10651636798866093,0.00019047106616199017,0.10670830099843442
309,1.41095370054245e-07,0.10506869689561427,0.00019387807697057724,0.1052640441339463
310,1.1408701539039612e-07,0.10571257094852626,0.00019073300063610077,0.10590454703196883
311,1.5087425708770752e-07,0.10486022592522204,0.00019098888151347637,0.10505248210392892
312,1.4295801520347595e-07,0.10512918094173074,0.00018878397531807423,0.10531947202980518
313,1.2293457984924316e-07,0.10472950618714094,0.00018865987658500671,0.10491958586499095
314,1.1106021702289581e-07,0.1049747581128031,0.00019124499522149563,0.10516741801984608
315,2.3283064365386963e-07,0.10502463206648827,0.0001931469887495041,0.10521940817125142
316,1.3015232980251312e-07,0.10457353293895721,0.00018801982514560223,0.10476278816349804
317,1.8603168427944183e-07,0.10522249201312661,0.0001862610224634409,0.10541008110158145
318,1.1408701539039612e-07,0.10534479911439121,0.00019193394109606743,0.10553803713992238
319,1.3504177331924438e-07,0.10604961798526347,0.00019319402053952217,0.10624389909207821
320,1.4202669262886047e-07,0.10521895694546402,0.0001985509879887104,0.105418779887259
321,1.1106021702289581e-07,0.10458301892504096,0.00019435095600783825,0.10477858316153288
322,1.0593794286251068e-07,0.10437662294134498,0.00019410019740462303,0.1045719648245722
323,1.0710209608078003e-07,0.10457796487025917,0.00019675400108098984,0.1047758529894054
324,9.802170097827911e-08,0.10499443393200636,0.00019634002819657326,0.10519223194569349
325,1.9487924873828888e-07,0.10460334690287709,0.00020281504839658737,0.10480757197365165
326,1.1408701539039612e-07,0.10465438920073211,0.00020065391436219215,0.10485631600022316
327,1.4598481357097626e-07,0.10441976692527533,0.00019751908257603645,0.10461863502860069
328,1.2316741049289703e-07,0.10538077703677118,0.00019461777992546558,0.10557644395157695
329,1.1897645890712738e-07,0.10525206103920937,0.00019522500224411488,0.10544869815930724
330,1.380685716867447e-07,0.10606409213505685,0.00019559520296752453,0.10626081097871065
