query_robot,database_robot,query_keyframe_id,valid_overlap_query,positive_count,nearest_positive_distance_m,first_positive_rank,rank1_database_keyframe_id,rank1_sc_score,rank1_gt_distance_m,rank1_best_shift,rank1_is_positive,best_positive_sc_score,retrieval_time_ms
robot1,to,0,True,226,0.0007656030965284179,1,49,0.9260154962539673,0.0022573044855834345,0,True,0.9260154962539673,66.70357298571616
robot1,to,1,True,226,0.0002089549923452883,1,61,0.9219887256622314,0.0019150304763793714,0,True,0.9219887256622314,53.23363799834624
robot1,to,2,True,226,0.00038872930902893226,1,91,0.9431155920028687,0.005372320913837798,0,True,0.9431155920028687,49.194327963050455
robot1,to,3,True,226,0.0008412578296405086,1,91,0.9280548691749573,0.003750504946142611,0,True,0.9280548691749573,47.846689994912595
robot1,to,4,True,226,0.00016989755346085664,1,91,0.9349727034568787,0.0050222264334315045,0,True,0.9349727034568787,48.80272498121485
robot1,to,5,True,226,0.0008293056838692488,1,90,0.9262858629226685,0.0027002879521282157,0,True,0.9262858629226685,47.15174000011757
robot1,to,6,True,226,0.0003992381031386526,1,90,0.9348126649856567,0.006008682148824147,0,True,0.9348126649856567,45.55413802154362
robot1,to,7,True,226,0.00013724993900428135,1,90,0.9178820252418518,0.006158409016605214,0,True,0.9178820252418518,45.47091299900785
robot1,to,8,True,226,0.0003727460791118071,1,91,0.9221523404121399,0.006311398269039873,0,True,0.9221523404121399,44.80860399780795
robot1,to,9,True,226,0.0004082311858734562,1,84,0.9317817091941833,0.0030947974640356496,0,True,0.9317817091941833,44.665309018455446
robot1,to,10,True,226,0.0003130185724000223,1,91,0.9391161799430847,0.0023841828103458532,0,True,0.9391161799430847,47.20593400998041
robot1,to,11,True,226,0.0003700657685800982,1,90,0.9244247078895569,0.006783357132748007,0,True,0.9244247078895569,45.445395982824266
robot1,to,12,True,226,0.00045965608511680674,1,84,0.9408003687858582,0.00680248153247855,0,True,0.9408003687858582,44.33719301596284
robot1,to,13,True,226,0.00019122176687023007,1,120,0.938029408454895,0.0035891607886579446,0,True,0.938029408454895,43.90101897297427
robot1,to,14,True,226,0.00028754960274743834,1,103,0.9330992698669434,0.001181369084677258,0,True,0.9330992698669434,43.81862300215289
robot1,to,15,True,226,0.00017090221235775214,1,90,0.9485976696014404,0.004548919612189032,0,True,0.9485976696014404,44.24644698156044
robot1,to,16,True,226,0.00039680966746968215,1,91,0.9304635524749756,0.006612968410313993,0,True,0.9304635524749756,43.78523299237713
robot1,to,17,True,226,0.0008361997402295613,1,91,0.90719074010849,0.0008361997402295613,0,True,0.90719074010849,43.55882102390751
robot1,to,18,True,226,0.0003130615429187572,1,91,0.9036990404129028,0.007164369705686368,0,True,0.9036990404129028,43.43742900528014
robot1,to,19,True,226,0.0006967354526726792,1,91,0.9112067818641663,0.0063612679629742805,0,True,0.9112067818641663,43.11570001300424
robot1,to,20,True,226,0.0004591965325510756,1,27,0.9099031686782837,0.00605827623996844,0,True,0.9099031686782837,43.52014098549262
robot1,to,21,True,226,0.0007817144953817339,1,161,0.9264955520629883,0.002035880952558247,0,True,0.9264955520629883,43.635126028675586
robot1,to,22,True,226,5.352304160790797e-05,1,70,0.9158704280853271,0.0009576077854161836,0,True,0.9158704280853271,42.789903993252665
robot1,to,23,True,226,0.00018652505650537627,1,164,0.9163779616355896,0.0010878906631971647,0,True,0.9163779616355896,42.95743705006316
robot1,to,24,True,226,0.00022751326915389794,1,164,0.9080196022987366,0.001867815013756369,0,True,0.9080196022987366,42.951130017172545
robot1,to,25,True,226,2.585556356690034e-05,1,164,0.9157888293266296,0.0017692520639164017,0,True,0.9157888293266296,42.84074599854648
robot1,to,26,True,226,0.0002197646662932308,1,164,0.9310861229896545,0.0027692350709785643,0,True,0.9310861229896545,42.996192001737654
robot1,to,27,True,226,0.0006354644870049776,1,164,0.9087784886360168,0.003605696181250124,0,True,0.9087784886360168,42.89045702898875
robot1,to,28,True,226,0.00016853631152227504,1,164,0.9201782941818237,0.00226080350459082,0,True,0.9201782941818237,43.11880900058895
robot1,to,29,True,226,0.0005167807844438307,1,164,0.8935391306877136,0.003883265327348496,0,True,0.8935391306877136,43.09385101078078
robot1,to,30,True,226,0.00040602582154646244,1,164,0.9099311232566833,0.0029574724876840577,0,True,0.9099311232566833,43.13890001503751
robot1,to,31,True,226,0.0005568139907048832,1,164,0.9069395065307617,0.002301263140963279,0,True,0.9069395065307617,42.7340809837915
robot1,to,32,True,226,0.00016251309707758182,1,164,0.9245263934135437,0.0015065374169851277,0,True,0.9245263934135437,42.897435021586716
robot1,to,33,True,226,6.351139613851672e-05,1,164,0.9273589849472046,0.0023574263817608887,0,True,0.9273589849472046,45.93841696623713
robot1,to,34,True,226,0.00020333590079543002,1,164,0.9204432368278503,0.001856899406803378,0,True,0.9204432368278503,43.925431033130735
robot1,to,35,True,226,0.0002686799997883492,1,163,0.9112592935562134,0.00547185131673511,0,True,0.9112592935562134,42.806621990166605
robot1,to,36,True,226,6.339872210953702e-05,1,84,0.9226201176643372,0.005335359112751407,0,True,0.9226201176643372,42.54789400147274
robot1,to,37,True,226,0.0003327617271103149,1,164,0.922453761100769,0.005332657109549898,0,True,0.922453761100769,42.68521600170061
robot1,to,38,True,226,0.00023172399354658862,1,164,0.9045981764793396,0.001977114187260022,0,True,0.9045981764793396,42.91873698821291
robot1,to,39,True,226,0.00011792783609094841,1,150,0.9216941595077515,0.008538202938143042,0,True,0.9216941595077515,42.49380697729066
robot1,to,40,True,226,5.373463695140745e-05,1,84,0.9099224805831909,0.004916841444135858,0,True,0.9099224805831909,42.24578203866258
robot1,to,41,True,226,0.00034623533613904143,1,164,0.9134534597396851,0.002317028338837601,0,True,0.9134534597396851,42.43171901907772
robot1,to,42,True,226,0.0008443903482741688,1,84,0.9191521406173706,0.0012496297611205075,0,True,0.9191521406173706,43.17241098033264
robot1,to,43,True,226,0.00023939115604925445,1,84,0.9010729789733887,0.003404903560346414,0,True,0.9010729789733887,43.641687952913344
robot1,to,44,True,226,0.0003673514872658698,1,164,0.9226598739624023,0.002704590459364574,0,True,0.9226598739624023,42.84115799237043
robot1,to,45,True,226,0.0004541811919048514,1,143,0.8945116400718689,0.005216628573440108,0,True,0.8945116400718689,42.50922199571505
robot1,to,46,True,226,8.794142588132119e-05,1,84,0.9074965715408325,0.003987647578362982,0,True,0.9074965715408325,42.39477898227051
robot1,to,47,True,226,0.00047683237799933225,1,164,0.9037462472915649,0.0014179807888585764,0,True,0.9037462472915649,42.43849701015279
robot1,to,48,True,226,0.00036678962645760976,1,84,0.9089666604995728,0.004706223568316872,0,True,0.9089666604995728,42.426458036061376
robot1,to,49,True,226,0.00022504752712630753,1,143,0.9047306180000305,0.0030899713010594846,0,True,0.9047306180000305,42.22265398129821
robot1,to,50,True,226,0.0005758408783492446,1,164,0.8914002180099487,0.002957599954687472,0,True,0.8914002180099487,42.10843698820099
robot1,to,51,True,226,0.00027606418673969165,1,164,0.9066383838653564,0.002441416244587528,0,True,0.9066383838653564,42.7055080072023
robot1,to,52,True,226,7.868160558809633e-05,1,164,0.910405695438385,0.002514044796237074,0,True,0.910405695438385,42.25554596632719
robot1,to,53,True,226,0.0002198054863213419,1,143,0.9037696719169617,0.0015335511137876169,0,True,0.9037696719169617,42.703598039224744
