query_keyframe_id,valid_overlap_query,positive_count,nearest_positive_distance_m
0,True,226,0.0007656030965284179
1,True,226,0.0002089549923452883
2,True,226,0.00038872930902893226
3,True,226,0.0008412578296405086
4,True,226,0.00016989755346085664
5,True,226,0.0008293056838692488
6,True,226,0.0003992381031386526
7,True,226,0.00013724993900428135
8,True,226,0.0003727460791118071
9,True,226,0.0004082311858734562
10,True,226,0.0003130185724000223
11,True,226,0.0003700657685800982
12,True,226,0.00045965608511680674
13,True,226,0.00019122176687023007
14,True,226,0.00028754960274743834
15,True,226,0.00017090221235775214
16,True,226,0.00039680966746968215
17,True,226,0.0008361997402295613
18,True,226,0.0003130615429187572
19,True,226,0.0006967354526726792
20,True,226,0.0004591965325510756
21,True,226,0.0007817144953817339
22,True,226,5.352304160790797e-05
23,True,226,0.00018652505650537627
24,True,226,0.00022751326915389794
25,True,226,2.585556356690034e-05
26,True,226,0.0002197646662932308
27,True,226,0.0006354644870049776
28,True,226,0.00016853631152227504
29,True,226,0.0005167807844438307
30,True,226,0.00040602582154646244
31,True,226,0.0005568139907048832
32,True,226,0.00016251309707758182
33,True,226,6.351139613851672e-05
34,True,226,0.00020333590079543002
35,True,226,0.0002686799997883492
36,True,226,6.339872210953702e-05
37,True,226,0.0003327617271103149
38,True,226,0.00023172399354658862
39,True,226,0.00011792783609094841
40,True,226,5.373463695140745e-05
41,True,226,0.00034623533613904143
42,True,226,0.0008443903482741688
43,True,226,0.00023939115604925445
44,True,226,0.0003673514872658698
45,True,226,0.0004541811919048514
46,True,226,8.794142588132119e-05
47,True,226,0.00047683237799933225
48,True,226,0.00036678962645760976
49,True,226,0.00022504752712630753
50,True,226,0.0005758408783492446
51,True,226,0.00027606418673969165
52,True,226,7.868160558809633e-05
53,True,226,0.0002198054863213419
54,True,226,5.642930628852431e-05
55,True,226,0.00019462185344377642
56,True,226,0.00030898657397976083
57,True,226,0.0002463064673059787
58,True,226,0.00035454664195131813
59,True,226,9.758010835186644e-05
60,True,226,0.0001088479467588821
61,True,226,0.000368548536994005
62,True,226,7.813732960139566e-05
63,True,226,5.0183601364627634e-05
64,True,226,0.00011233167698272516
65,True,226,0.00013319908333563684
66,True,226,0.0003156082989129332
67,True,226,5.129452209566546e-05
68,True,226,0.00023663926846533758
69,True,226,0.00045298500245877796
70,True,226,8.155632880883503e-05
71,True,226,0.0002972101630091177
72,True,226,0.00037753890328587965
73,True,226,9.629507319887636e-05
74,True,226,0.0002564200622898592
75,True,226,0.000162164165408347
76,True,226,0.00030248891918478103
77,True,226,0.00014912820335291434
78,True,226,1.9237933234321288e-05
79,True,226,0.00014231948530543076
80,True,226,3.3461824390056386e-05
81,True,226,0.000178437353545464
82,True,226,0.0003287361173555095
83,True,226,0.0002693210548269698
84,True,226,0.00011176394683945979
85,True,226,0.00044056808210724317
86,True,226,0.00018187693377211614
87,True,226,0.000326420841924749
88,True,226,0.00029198906303880723
89,True,226,0.0002426606267333292
90,True,226,5.838449765120278e-05
91,True,226,1.6644155676899288e-05
92,True,226,0.00021971468714887402
93,True,226,0.0002874975410083984
94,True,226,7.678337136971066e-05
95,True,226,0.0005504619017397659
96,True,226,0.00033108186188043594
97,True,226,4.6776808664287525e-05
98,True,226,0.0003051966277496801
99,True,226,0.0005365703649954371
100,True,226,4.571138379839936e-05
101,True,226,0.0003237711803330779
102,True,226,0.00022638286747452108
103,True,226,3.3096652312254305e-05
104,True,226,0.00014686289260176997
105,True,226,0.00017720695769426082
106,True,226,0.0004114044961425145
107,True,226,0.0004471993334810068
108,True,226,0.0002349719180794605
109,True,226,0.0013933210206862174
110,True,226,0.004184035934308139
111,True,226,0.004725406361865975
112,True,226,0.003991000065005746
113,True,226,0.004059802680188009
114,True,226,0.005942991361258439
115,True,226,0.006677030787966835
116,True,226,0.008052370279261742
117,True,226,0.009781472482149448
118,True,226,0.012634329371222322
119,True,226,0.017132639276654208
120,True,226,0.01572325498557275
121,True,226,0.02180772301581137
122,True,226,0.0258701751574136
123,True,226,0.04282052590877923
124,True,226,0.0405855876376144
125,True,226,0.028475826091205428
126,True,226,0.02764630303829999
127,True,226,0.08058293383535335
128,True,226,0.14239305848638542
129,True,226,0.19848141699886315
130,True,226,0.19828002170949421
131,True,226,0.19999529187439227
132,True,226,0.1964224406694874
133,True,226,0.1999800370534025
134,True,226,0.19732074616383166
135,True,226,0.19347751185942144
136,True,226,0.1993321262393479
137,True,226,0.19548156924027618
138,True,226,0.19625457545167585
139,True,226,0.2001342428069675
140,True,226,0.2024759640179117
141,True,226,0.2001551729592598
142,True,226,0.19918254761835938
143,True,226,0.20219215868297913
144,True,226,0.20612489491077765
145,True,226,0.20637888151943937
146,True,226,0.20680740663936434
147,True,226,0.20718097133850738
148,True,226,0.2122986382210153
149,True,226,0.20938544429791806
150,True,226,0.21044880352525158
151,True,226,0.21551183422074063
152,True,226,0.21979627756279746
153,True,226,0.21979975515212488
154,True,226,0.22047233375233957
155,True,226,0.22501875473345134
156,True,226,0.22119915756757455
157,True,226,0.22508523733622118
158,True,226,0.227434710736695
159,True,226,0.22505634188634238
160,True,226,0.22914222832156797
161,True,226,0.23083960235991308
162,True,226,0.23382315756025263
163,True,226,0.23926673069359422
164,True,226,0.23941070580464485
165,True,226,0.24077306868171697
166,True,226,0.2441282126534763
167,True,226,0.24574143524229936
168,True,226,0.250151043512593
169,True,226,0.2582817714111003
170,True,225,0.3306063126205715
171,True,225,0.2847869626680076
172,True,225,0.2179797171182892
173,True,225,0.105255281216062
174,True,225,0.046637518029213065
175,True,224,0.14388364744352583
176,True,224,0.27014690120698076
177,True,224,0.4131650803947927
178,True,224,0.4724763398366684
179,True,224,0.5636313750490166
180,True,224,0.6201665786098008
181,True,224,0.6485448285482325
182,True,224,0.7302250340396432
183,True,225,0.6792813234567935
184,True,225,0.6703167514217977
185,True,226,0.5693210144929137
186,True,226,0.4391003036858398
187,True,227,0.30123214108020446
188,True,227,0.23318701796411045
189,True,228,0.09249256438349694
190,True,229,0.09486211109670227
191,True,230,0.26593458986886387
192,True,231,0.4161837507359365
193,True,225,0.596558896922912
194,True,222,0.7053671962901996
195,True,13,0.7273396082524435
196,True,13,0.7100829521686487
197,True,13,0.6792085297412805
198,True,13,0.6622436200270132
199,True,13,0.5668252097676191
200,True,13,0.3368129946284778
201,True,13,0.27251754844446135
202,True,12,0.22565800348269627
203,True,12,0.31782256685496996
204,True,12,0.356541674112697
205,True,12,0.2585816495291586
206,True,13,0.4313686102660046
207,True,13,0.5939219696876059
208,True,13,0.6448974180384729
209,True,13,0.7089685239495462
210,True,12,0.7979803694568789
211,True,12,0.7522711496744362
212,True,13,0.727043621151225
213,True,13,0.7908148259152336
214,True,12,0.8415508134239693
215,True,12,0.9116778790935242
216,True,12,0.9192201832606476
217,True,13,1.001345944166224
218,True,13,1.1239038383069893
219,True,13,1.1761983116999264
220,True,12,1.1282941472846093
221,True,12,1.0518053068961046
222,True,13,0.9544203703848413
223,True,13,0.8873653370784262
224,True,13,0.8989094589655497
225,True,13,0.8928512050537425
226,True,13,0.9163498985292148
227,True,12,1.0437219700660667
228,True,12,1.1389109354251192
229,True,12,1.2645661590046142
230,True,12,1.3657724999554335
231,True,12,1.4503128595346888
232,True,12,1.5430956478502411
233,True,12,1.6186609112920443
234,True,12,1.675280035986869
235,True,12,1.7205248430783584
236,True,12,1.8287902572917336
237,True,11,1.9122775864671633
238,True,11,1.9521049463509825
239,True,12,1.9345406577082536
240,True,12,1.8752117382002789
241,True,12,1.782373927988102
242,True,12,1.6378994083576424
243,True,11,1.426186351839102
244,True,12,1.1761842814125012
245,True,12,0.9614285109134018
246,True,13,0.8248729986159189
247,True,14,0.8194352587628618
248,True,14,0.9393348093183695
249,True,15,0.97947092610519
250,True,15,0.9599218659144593
251,True,16,1.030374867717372
252,True,16,1.0348831683089361
253,True,16,0.9255060928441574
254,True,16,0.9614295727846816
255,True,17,0.89564984943589
256,True,17,0.900026998998826
257,True,16,0.8442750007860299
258,True,17,0.7702071915070885
259,True,18,0.6768056597452181
260,True,18,0.620790183202041
261,True,18,0.6245077526082636
262,True,18,0.5628915018176478
263,True,19,0.5310826125834222
264,True,18,0.44801772817332364
265,True,19,0.3747992901033292
266,True,19,0.41766309481879227
267,True,19,0.2948981020031752
268,True,20,0.36681571004146424
269,True,19,0.3366730495614013
270,True,19,0.2950277539401042
271,True,19,0.26175817169711285
272,True,18,0.28130251197118006
273,True,19,0.2827027704418854
274,True,18,0.29126093325303953
275,True,18,0.38621366409468244
276,True,17,0.35809635668197787
277,True,17,0.3733058577100019
278,True,17,0.4925526665713616
279,True,17,0.638873225402385
280,True,17,0.6857863647387359
281,True,17,0.7050996664653113
282,True,17,0.7384205975129987
283,True,17,0.7391082712018044
284,True,17,0.768790564374094
285,True,16,0.8438833677001271
286,True,17,0.7529650846932952
287,True,17,0.7001750966988581
288,True,17,0.6834501602969928
289,True,16,0.6187388367911874
290,True,17,0.6371072645211794
291,True,19,0.6388154553183483
292,True,20,0.6358944974111447
293,True,20,0.5424325480714601
294,True,20,0.451199104378399
295,True,19,0.5244446327813778
296,True,19,0.6998399106366778
297,True,19,0.7953056075200405
298,True,19,0.71776910811167
299,True,19,0.526387744439151
300,True,19,0.3582497894182806
301,True,19,0.31021352010447373
302,True,19,0.4514453934914779
303,True,18,0.2743424998628863
304,True,18,0.2385473608083784
305,True,17,0.2636381092140796
306,True,15,0.21594165695307982
307,True,14,0.32901544990793413
308,True,13,0.500547141350958
309,True,14,0.6674936407977523
310,True,13,0.787034045053322
311,True,13,0.7837175681418157
312,True,14,0.7296182611904444
313,True,14,0.5925193850590634
314,True,14,0.456779945506225
315,True,15,0.3185836794394944
316,True,15,0.33950523869998117
317,True,15,0.12557163700918708
318,True,16,0.10854991048667434
319,True,16,0.10206397527995548
320,True,16,0.10268803936989199
321,True,21,0.12396799821702643
322,True,23,0.17849001031132197
323,True,26,0.29657639839566563
324,True,27,0.4234212555522833
325,True,28,0.42633679955961823
326,True,28,0.4561411193783533
327,True,29,0.3746130946916685
328,True,29,0.3799655718630695
329,True,29,0.3796961521208082
330,True,29,0.37967979172142147
331,True,29,0.37757029709835005
332,True,29,0.37827718445843317
333,True,29,0.37663124696355693
334,True,29,0.37576303233672814
335,True,29,0.3784229082360099
336,True,29,0.3762494522988122
337,True,29,0.37709501558906133
338,True,29,0.37538559973022395
339,True,29,0.37404246740713387
340,True,29,0.3765251967503644
341,True,29,0.37480036526756644
342,True,29,0.3761329637141171
343,True,29,0.37644375691306947
344,True,29,0.3718653501267526
345,True,29,0.37048603081539083
346,True,29,0.3714773351450253
347,True,29,0.3700148922645876
348,True,29,0.3709936482821208
349,True,29,0.3703423822086247
350,True,29,0.372116181666275
351,True,29,0.3696120744191866
352,True,29,0.37075810565002837
353,True,29,0.36873760357478047
354,True,29,0.3692214880022391
355,True,29,0.3689842371730246
356,True,29,0.370369674786504
357,True,29,0.36885865109122296
358,True,29,0.3674444433919058
359,True,29,0.36904333174572745
360,True,29,0.369542889772622
361,True,29,0.3687884259136686
362,True,29,0.36722017589179523
363,True,29,0.36873864438004755
364,True,29,0.36820696888837084
365,True,29,0.3683012823118175
366,True,29,0.36740859415751215
367,True,29,0.3678401321749978
368,True,29,0.36756075807308886
369,True,29,0.35680111050532326
370,True,30,0.27802459532623347
371,True,30,0.3841311407467927
372,True,30,0.3943652232280157
373,True,30,0.24914395760936067
374,True,31,0.1949013563873556
375,True,30,0.31543487383908875
376,True,32,0.2205455278023458
377,True,32,0.08483623211336865
378,True,32,0.16737997903827706
379,True,32,0.19980161949864148
380,True,33,0.3256673649286088
381,True,31,0.6135667782752884
382,True,29,0.5225276682770754
383,True,26,0.44340809883830856
384,True,21,0.42472413985492696
385,True,15,0.3989834898280056
386,True,13,0.4038912673747686
387,True,12,0.4609010900110448
388,True,12,0.4226722875896876
389,True,12,0.29286946940961145
390,True,13,0.19827022274913095
391,True,12,0.23809441747856933
392,True,12,0.2978723789783481
393,True,12,0.2952542496397853
394,True,12,0.2592304614437358
395,True,12,0.261734219990742
396,True,12,0.3946366064104133
397,True,12,0.32759873794977995
398,True,13,0.31718991876893404
399,True,13,0.28738409053343716
400,True,14,0.16953278184692655
401,True,13,0.19034481822626872
402,True,13,0.40277797937089665
403,True,13,0.28359182997435284
404,True,14,0.35067318878609194
405,True,14,0.35502559078315626
406,True,14,0.36697914189926256
407,True,13,0.4818405929388843
408,True,13,0.5252130477295153
409,True,13,0.4135752507346117
410,True,13,0.5232849642539832
411,True,12,0.4801687320028812
412,True,12,0.36537667750929553
413,True,13,0.4042259347445543
414,True,12,0.5447551701736824
415,True,12,0.5986686723060975
416,True,12,0.48420939911975036
417,True,11,0.49832618937423484
418,True,11,0.5424837156382338
419,True,12,0.5876014480065129
420,True,12,0.5892329410876282
421,True,13,0.6646345998911498
422,True,12,0.6364673059541175
423,True,13,0.5324591275917525
424,True,14,0.5871114254790091
425,True,13,0.4512111565028497
426,True,14,0.4305728922811426
427,True,14,0.4723350960990414
428,True,14,0.4367486523867509
429,True,15,0.3860988724056357
430,True,15,0.255106637661508
431,True,15,0.20380933450439623
432,True,15,0.22683180265240122
433,True,15,0.20284686585884482
434,True,15,0.4825655204526134
435,True,15,0.6692640611850302
436,True,14,0.827880868419043
437,True,14,0.8919617153164177
438,True,14,0.9179411599552514
439,True,14,0.9596932418238625
440,True,13,0.9737312350760822
441,True,13,0.9782873209785422
442,True,13,1.036469754265536
443,True,13,1.0767731589414342
444,True,13,1.0770080442180987
445,True,13,1.1190590577774866
446,True,13,1.1920884839369286
447,True,12,1.2324504371723906
448,True,12,1.227992595003158
449,True,13,1.241004066874054
450,True,12,1.2976510024499655
451,True,12,1.318627657164098
452,True,12,1.3225221546709136
453,True,12,1.3317959100782089
454,True,12,1.3210669721546762
455,True,12,1.2590122113365343
456,True,13,1.1217085405760756
457,True,12,1.0552903172468004
458,True,12,0.9650689860004292
459,True,12,0.8880008255139391
460,True,12,0.8146838080712796
461,True,12,0.7314261196528682
462,True,12,0.644605782149248
463,True,12,0.5646673332107834
464,True,12,0.5863721122500192
465,True,12,0.4998447028991015
466,True,12,0.4088311090893599
467,True,12,0.3487587388776006
468,True,11,0.3095000942995394
469,True,12,0.26717980673837866
470,True,12,0.24661153409014544
471,True,12,0.2326145582250821
472,True,12,0.2779776695794017
473,True,12,0.426796052369963
474,True,12,0.3336396624714395
