query_robot,query_keyframe_id,database_robot,database_keyframe_id,horizontal_distance_m
robot1,0,robot2,0,0.002200911404182671
robot1,0,robot2,1,0.003241431394716543
robot1,0,robot2,2,0.0030352728588857406
robot1,0,robot2,3,0.004025844301243797
robot1,0,robot2,4,0.002765817076249765
robot1,0,robot2,5,0.0035832201971374954
robot1,0,robot2,6,0.0030572433269262732
robot1,0,robot2,7,0.0025956355741232778
robot1,0,robot2,8,0.002684837975037989
robot1,0,robot2,9,0.003810119818106982
robot1,0,robot2,10,0.0034001596803220242
robot1,0,robot2,11,0.002500481937409846
robot1,0,robot2,12,0.004556240768342875
robot1,0,robot2,13,0.0035953812138361197
robot1,0,robot2,14,0.002504057702401895
robot1,0,robot2,15,0.0022555799760641403
robot1,0,robot2,16,0.006624599498968978
robot1,0,robot2,17,0.0018201813231014249
robot1,0,robot2,18,0.004264675994473155
robot1,0,robot2,19,0.0038193964754114425
robot1,0,robot2,20,0.0035216013811072023
robot1,0,robot2,21,0.003833028995409612
robot1,0,robot2,22,0.0019706648317023
robot1,0,robot2,23,0.0035265680881129747
robot1,0,robot2,24,0.0030515907214365237
robot1,0,robot2,25,0.001324820883754933
robot1,0,robot2,26,0.0037241345348279654
robot1,0,robot2,27,0.006651171609486684
robot1,0,robot2,28,0.0036774289158241938
robot1,0,robot2,29,0.0046785496287415265
robot1,0,robot2,30,0.002716997411990861
robot1,0,robot2,31,0.0032969104856424855
robot1,0,robot2,32,0.0032027228784655853
robot1,0,robot2,33,0.005239731339605129
robot1,0,robot2,34,0.0030717656520899746
robot1,0,robot2,35,0.002821228341353569
robot1,0,robot2,36,0.004419791768738564
robot1,0,robot2,37,0.0030837456079907993
robot1,0,robot2,38,0.003265194218864117
robot1,0,robot2,39,0.0027749236602156737
robot1,0,robot2,40,0.0022595695924602097
robot1,0,robot2,41,0.0038011103252784304
robot1,0,robot2,42,0.005555454485807473
robot1,0,robot2,43,0.0021911675924005326
robot1,0,robot2,44,0.002612931516142048
robot1,0,robot2,45,0.002108602934015517
robot1,0,robot2,46,0.00435843156463065
robot1,0,robot2,47,0.003638759475777235
robot1,0,robot2,48,0.003325119687956479
robot1,0,robot2,49,0.0022573044855834345
robot1,0,robot2,50,0.003769821844239461
robot1,0,robot2,51,0.004524328617775793
robot1,0,robot2,52,0.0020380560470447924
robot1,0,robot2,53,0.0036508712805377913
robot1,0,robot2,54,0.002181610559426386
robot1,0,robot2,55,0.005058720995573843
robot1,0,robot2,56,0.006411074703959699
robot1,0,robot2,57,0.0029642233933195347
robot1,0,robot2,58,0.0036400709207884165
robot1,0,robot2,59,0.002904724225665428
robot1,0,robot2,60,0.002984341978022302
robot1,0,robot2,61,0.0011555706696057789
robot1,0,robot2,62,0.002437901224806595
robot1,0,robot2,63,0.005150436347133041
robot1,0,robot2,64,0.006302720487833747
robot1,0,robot2,65,0.003809807457617955
robot1,0,robot2,66,0.0018232653566041448
robot1,0,robot2,67,0.003231887774214268
robot1,0,robot2,68,0.004407144706660813
robot1,0,robot2,69,0.005148106098464789
robot1,0,robot2,70,0.0028621810027864634
robot1,0,robot2,71,0.004208455157413961
robot1,0,robot2,72,0.0036987021215357245
robot1,0,robot2,73,0.00318130416480895
robot1,0,robot2,74,0.0023945076959816765
robot1,0,robot2,75,0.0020865984413801224
robot1,0,robot2,76,0.0031381024498125026
robot1,0,robot2,77,0.0014805008005118435
robot1,0,robot2,78,0.0039383204624558864
robot1,0,robot2,79,0.0007656030965284179
robot1,0,robot2,80,0.0019139241435926462
robot1,0,robot2,81,0.0037007608219479762
robot1,0,robot2,82,0.002667226121092439
robot1,0,robot2,83,0.003930980466673276
robot1,0,robot2,84,0.006025810252854253
robot1,0,robot2,85,0.005798285348379978
robot1,0,robot2,86,0.003537818839333303
robot1,0,robot2,87,0.004594835506459182
robot1,0,robot2,88,0.004613836986589166
robot1,0,robot2,89,0.0019279301497811632
robot1,0,robot2,90,0.0046819014086466135
robot1,0,robot2,91,0.00570531780861777
robot1,0,robot2,92,0.002835598694963716
robot1,0,robot2,93,0.005531911194617107
robot1,0,robot2,94,0.004282833999569855
robot1,0,robot2,95,0.0048970967165634606
robot1,0,robot2,96,0.0031079302069373697
robot1,0,robot2,97,0.002901329777097149
robot1,0,robot2,98,0.0035698519245828883
robot1,0,robot2,99,0.0016150081111060961
robot1,0,robot2,100,0.0022249931877534714
robot1,0,robot2,101,0.0008093881184180281
robot1,0,robot2,102,0.008076194451172036
robot1,0,robot2,103,0.0036275285899030583
robot1,0,robot2,104,0.0033920748434006364
robot1,0,robot2,105,0.004297854443036806
robot1,0,robot2,106,0.004708939903506707
robot1,0,robot2,107,0.002767078909301667
robot1,0,robot2,108,0.005491774062973948
robot1,0,robot2,109,0.002064705471951901
robot1,0,robot2,110,0.004530180966496211
robot1,0,robot2,111,0.004643860859420764
robot1,0,robot2,112,0.0007659678104358229
robot1,0,robot2,113,0.003265692995941844
robot1,0,robot2,114,0.006188973174526158
robot1,0,robot2,115,0.0022868169234819937
robot1,0,robot2,116,0.003820112535956331
robot1,0,robot2,117,0.0030059060675091983
robot1,0,robot2,118,0.0034923526562366082
robot1,0,robot2,119,0.005731353826321926
robot1,0,robot2,120,0.0032008316030990116
robot1,0,robot2,121,0.0035143499300131532
robot1,0,robot2,122,0.004554459371525692
robot1,0,robot2,123,0.004157844218270321
robot1,0,robot2,124,0.0066521813702885915
robot1,0,robot2,125,0.003395786888437135
robot1,0,robot2,126,0.003514898155411499
robot1,0,robot2,127,0.001568855461642238
robot1,0,robot2,128,0.0044191962910614824
robot1,0,robot2,129,0.0030610377119461535
robot1,0,robot2,130,0.0011588986742480985
robot1,0,robot2,131,0.004704173920841137
robot1,0,robot2,132,0.0020283553583928518
robot1,0,robot2,133,0.0034526698394767054
robot1,0,robot2,134,0.004355018864202344
robot1,0,robot2,135,0.002873582107094126
robot1,0,robot2,136,0.0036263149114262134
robot1,0,robot2,137,0.0030784568240995007
robot1,0,robot2,138,0.0038564932786429376
robot1,0,robot2,139,0.003244430822978005
robot1,0,robot2,140,0.003704019292956653
robot1,0,robot2,141,0.004765407075183858
robot1,0,robot2,142,0.004756733065017998
robot1,0,robot2,143,0.0028637407126237227
robot1,0,robot2,144,0.003465088541980872
robot1,0,robot2,145,0.0033948621299571143
robot1,0,robot2,146,0.005563466820748703
robot1,0,robot2,147,0.0036625383131259777
robot1,0,robot2,148,0.003391232732466057
robot1,0,robot2,149,0.003691253147916382
robot1,0,robot2,150,0.006299539195142478
robot1,0,robot2,151,0.003811005811552633
robot1,0,robot2,152,0.003835780748104027
robot1,0,robot2,153,0.002675431224058836
robot1,0,robot2,154,0.002510806018701686
robot1,0,robot2,155,0.003462976840425854
robot1,0,robot2,156,0.0036347801308897814
robot1,0,robot2,157,0.004364010019221336
robot1,0,robot2,158,0.0034561113012020906
robot1,0,robot2,159,0.003062394501239895
robot1,0,robot2,160,0.004521062990190596
robot1,0,robot2,161,0.0020032500232269345
robot1,0,robot2,162,0.002213480313169163
robot1,0,robot2,163,0.005966569323656894
robot1,0,robot2,164,0.003740734799303351
robot1,0,robot2,165,0.0022192813523086875
robot1,0,robot2,166,0.006430511629985717
robot1,0,robot2,167,0.005841022924090095
robot1,0,robot2,168,0.004838672776548312
robot1,0,robot2,169,0.011054823163377012
robot1,0,robot2,170,0.015550819621674912
robot1,0,robot2,171,0.015407779588824687
robot1,0,robot2,172,0.020475136440355042
robot1,0,robot2,173,0.01834716495375911
robot1,0,robot2,174,0.02318667479338558
robot1,0,robot2,175,0.02976379063021624
robot1,0,robot2,176,0.026941845826954684
robot1,0,robot2,177,0.03857344256427629
robot1,0,robot2,178,0.01901957202027238
robot1,0,robot2,179,0.0816476010847635
robot1,0,robot2,180,0.0808764275481388
robot1,0,robot2,181,0.1257477396543417
robot1,0,robot2,182,0.1644448565544429
robot1,0,robot2,183,0.14806809963014292
robot1,0,robot2,184,0.14331523137826382
robot1,0,robot2,185,0.14349645378908538
robot1,0,robot2,186,0.14335849343865964
