loop_id,query_keyframe_id,candidate_keyframe_id,SC_rank,SC_score,GICP_quality,translation_before_m,rotation_before_deg,translation_after_m,rotation_after_deg,robust_weight
0,5,92,1,0.8891443014144897,0.6596468898032009,52.12529245628957,125.40825627287111,9.237267862418111,6.96854649747212,0.14397627495884371
1,8,119,1,0.8966119289398193,0.678860431816943,52.32139031503195,125.34183696940602,2.4862291377191124,1.62869310153335,0.536395744677256
2,9,87,1,0.9081543684005736,0.6480154914562747,52.13093891439969,125.36296461186674,3.099408831879187,2.3957076890085407,0.4288594391009793
3,11,119,1,0.9039719104766846,0.6676052886300643,52.32026533942029,125.35211058203664,0.8332114705438463,0.5184364372564343,1.0
4,12,58,1,0.9114951491355896,0.6489673282012557,98.39523602933598,126.8153504881233,78.52315376254388,46.59411830051626,0.017009344612484236
5,14,89,1,0.8910194635391235,0.6341176054595523,52.11690904832326,125.44949041368534,1.0606804814550346,0.2528590653768634,1.0
6,17,117,1,0.8773153424263,0.6658264012603254,52.26518422556825,125.44192993588966,0.1576645364073573,0.3703570114622216,1.0
7,18,87,1,0.873931348323822,0.6229854731873502,52.14415275364992,125.44336164579212,0.4766567730550686,0.5269403206853521,1.0
8,20,117,1,0.8800109028816223,0.6492324084827674,52.25793610431242,125.49360805502538,0.2937311675571584,0.5430790751876007,1.0
9,23,89,2,0.8869666457176208,0.6099224292720461,52.11170901898273,125.5174096746511,0.3832553646557673,1.6901345239524546,1.0
10,26,43,1,0.8912750482559204,0.6306087462444309,351.04315722569163,94.9588100273672,150.93267869811953,84.55534195326865,0.008855843815255799
11,31,23,2,0.8743505477905273,0.6247108924917398,51.11266741496707,178.58328444377636,52.7974047225125,80.63184043737189,0.024363600591437953
12,32,2,2,0.8891098499298096,0.618907098049625,52.47471002623457,178.93729736396364,4.313967681407483,16.293758627576878,0.24877659038552968
13,33,43,1,0.9004230499267578,0.624642053898248,351.0450955632065,95.05652026310165,152.4795609105728,83.41361553230647,0.008768528851251258
14,34,87,1,0.8915581107139587,0.6149644896196773,52.13091939015347,125.61812153221112,0.3722643867305246,7.450915841289162,0.875663911814383
15,35,94,2,0.8677418231964111,0.6441339464413606,52.11726483770952,125.75100433696136,0.3676037953582132,5.93530344213403,1.0
16,36,4,1,0.8981166481971741,0.6335852095418508,52.23391884015127,178.91704492072154,8.531034507407469,23.754848023535544,0.13774039975884778
17,37,43,1,0.8957335352897644,0.6236827896085138,351.05394779798485,95.08792248868718,151.05615866104677,84.36975172953221,0.00884893445581315
18,45,86,1,0.8702195882797241,0.6248869491591849,52.13025974829831,125.77631790766308,0.1040217300394564,1.0530284337035918,1.0
19,47,76,1,0.8757456541061401,0.6223970227180612,52.10878001382682,125.7658658492898,0.0931233206785723,0.4457090623768328,1.0
20,49,87,1,0.8775640726089478,0.619335498847027,52.127449749600224,125.82735384162014,0.225224834124998,3.664859521954265,1.0
21,55,76,1,0.8807816505432129,0.614050889039955,52.117720004469376,125.8635022338094,2.0434466950980648,21.73699950612692,0.2799923443564561
22,56,87,1,0.8902820348739624,0.6236878990647601,52.12530292324503,153.5868909650848,2.691454398414084,48.663392382305005,0.13319511451374413
23,61,78,1,0.8848101496696472,0.6196591835790421,400.3767473761403,179.50018533984482,406.3454421647557,25.74394278184722,0.0033097259162494282
24,77,88,1,0.8722999691963196,0.6221683715419988,51.731555443714775,178.77466985603408,0.3245425306824406,0.4089381039225905,1.0
25,79,76,1,0.8783862590789795,0.6154171896581392,51.72350111982146,178.75032761802692,0.1552408710907206,1.299790734255213,1.0
26,80,87,1,0.8923806548118591,0.6168898773251005,51.74993933225962,178.79671570788756,0.0463891912343371,0.8709168274675493,1.0
27,81,76,1,0.8763748407363892,0.612086372716865,51.71959933248322,178.78101465147157,0.0506696509847355,0.9761437322183998,1.0
28,83,87,1,0.8764867186546326,0.6253777356024726,51.729637263085536,178.78602591422802,0.0342116694996369,0.7356204509240433,1.0
29,86,76,2,0.8758692145347595,0.6111481282487037,51.69949446987014,178.80719554559963,0.0208605011902587,0.621415156373493,1.0
30,89,87,1,0.880837619304657,0.6279181862451949,51.70795651017378,178.8489020641689,0.1001787770366748,1.09771575604279,1.0
31,90,76,1,0.8640317916870117,0.6260543407785754,51.69240156245189,178.8039456235017,0.1880197426787465,0.9387217910300032,1.0
32,91,43,1,0.8878743648529053,0.6267376802001043,350.5047270959339,148.26690671883168,152.24514151369203,87.55614561723374,0.008776571799070357
33,92,21,1,0.8764877915382385,0.6397014251263771,50.7317326445009,128.16972075820584,44.808682654402354,80.80248955792484,0.028236247235007332
34,93,78,1,0.8793772459030151,0.6178549360149299,51.66933588065744,178.86057075846972,0.5271173859295927,1.735863388667252,1.0
35,94,87,1,0.8764411807060242,0.6304698555186095,51.70800205947216,178.84126869140803,0.2944114670506909,0.9389866774216212,1.0
36,96,95,1,0.875256359577179,0.642006743163744,51.67428797520187,178.99977058197362,0.3815613658557008,0.3658568647350523,1.0
37,97,43,2,0.8708986639976501,0.6094261437513746,350.5267316260016,148.265003970847,151.25040626034112,88.7585427173212,0.00883191693291831
38,99,93,1,0.880998969078064,0.6296502938716623,51.66946906139381,178.96375607765654,0.4739364227856563,0.512157280896057,1.0
39,105,93,1,0.8822749853134155,0.6482197461173588,51.694018390631015,179.0457817851836,0.0854367785154969,0.188915250028116,1.0
40,108,87,1,0.8942577242851257,0.6204047064734061,51.68790326564342,179.0426993076279,0.3755760750122174,0.3420625782042705,1.0
41,109,123,1,0.8694676160812378,0.6357186050938611,52.00111251812395,178.97631928635482,0.2835311690700749,0.5684503055650316,1.0
42,129,102,1,0.7421413660049438,0.6116859117392582,51.90350134173722,179.3989250755099,0.1033254833649464,1.0778186465700963,1.0
43,141,90,1,0.8293883800506592,0.6195809301294771,51.83461770432724,179.54029337829314,0.6885868957464357,1.108502160638343,1.0
44,144,43,1,0.8317775726318359,0.6240580223457882,350.744318996356,148.95880844328173,150.07514831652594,89.3281567754812,0.0088993395770808
45,146,87,1,0.8375588655471802,0.6161265761436509,51.87926780432648,179.54802544373553,1.5134764982819071,0.7957057726292103,0.883810001877416
46,147,43,1,0.8332931399345398,0.6202605311085034,350.74251565022365,148.92440857004163,150.89063946710428,89.2578292270811,0.008852005967813326
47,148,81,2,0.8347434401512146,0.6161899048407045,51.84455588636661,179.49960991747577,0.4885304579818967,1.7015390475955277,1.0
48,151,119,2,0.8154963254928589,0.6169362000107456,52.0497736825456,179.41918464090838,0.4311564997143084,0.8771535949313378,1.0
49,152,21,2,0.8228520154953003,0.6153407050035609,50.87873872185149,127.53904226836612,43.64750689493854,80.61839573841335,0.028905835186034002
50,153,90,2,0.8134828805923462,0.6113145669803813,51.85107227459494,179.4573335676468,0.5256941953824746,1.6133354339769903,1.0
51,154,67,2,0.817063570022583,0.6163178156220286,51.82637102761676,179.14043363204578,0.4632842618794104,6.7981166592122975,0.9363771064891451
52,155,90,2,0.8128678798675537,0.6096807291937866,51.86867398270618,179.43465229027615,0.2690721217804629,1.6593079312816787,1.0
53,160,43,1,0.8485140204429626,0.6102399049081921,350.71214684876827,148.84277891275457,149.70062759415555,90.9585259963544,0.008918985181135004
54,161,87,1,0.8428076505661011,0.6107710940094605,51.87440057786032,179.4393627312473,2.233412425345804,2.7603220424623496,0.5846220435344159
55,163,43,1,0.8345335125923157,0.6126024772507241,350.7415901571401,148.7895426385341,150.10578118689804,92.80481703590544,0.008892621767487143
56,164,67,3,0.833920419216156,0.6102359739674247,51.80920966195426,179.06760709973062,1.8101684620173308,6.492440556819577,0.6037535794757715
57,168,90,1,0.8359265327453613,0.613865960288018,51.86389665780295,179.39515984043058,0.0527003721536804,0.4144515427699874,1.0
58,170,118,1,0.8465330004692078,0.6111648020633806,51.87566206997174,179.20011445162183,0.2199829524497468,0.5609100513228475,1.0
59,179,131,1,0.8955921530723572,0.6840931040868137,52.18013921325814,179.21485018829597,3.261855884351009,14.653189240250027,0.3067265468079873
60,211,177,1,0.7422690987586975,0.6161371792716084,50.99702039871652,178.0155266986244,18.68305839552842,86.6804318513747,0.05277161989057303
61,283,252,1,0.8145303130149841,0.7493432841095745,52.65382626245634,143.51593899745333,23.481130894316216,30.339627702253257,0.05545822506840655
62,454,3012,1,0.8542033433914185,0.7116246501330794,62.33363217718468,172.46513462922033,9.813815585830175,25.666459571537256,0.12144170655640944
63,481,3042,2,0.8121486902236938,0.6277035395707767,60.8982440616467,175.6835791402648,9.701468956163245,17.30701105133822,0.13057649026804313
64,512,3072,1,0.8045189380645752,0.6940297318885271,59.56003875096129,176.7765735515331,7.703365488401551,43.591810988041736,0.11560868470916688
65,547,3613,1,0.8390812873840332,0.6274371117908462,63.06167333652567,139.54008312564548,16.1919218004806,31.312189672400997,0.07747350607212597
66,575,2550,1,0.9227021932601928,0.7321150251667603,75.04247966024704,157.71943442253797,13.225495955519824,24.864377966741227,0.09519080184711992
67,632,3535,1,0.8109207153320312,0.6672368367564444,146.31180975087858,149.37966384828232,1.0644631846800277,12.141631924452083,0.5072817370195767
68,635,2615,1,0.8378020524978638,0.7148947949822614,150.9238788000634,172.08866781595117,0.8057384079474368,6.769905877418583,0.8536492383580334
69,638,3529,1,0.8706036806106567,0.6807738495585459,155.176643571475,149.6531140399236,0.1823470276790502,8.726440622989527,0.7664743358914027
70,639,2620,1,0.9017339944839478,0.710677219036998,156.3662080768859,169.34677017679158,0.1282291794803153,4.030490105669037,1.0
71,643,3525,1,0.9152839183807372,0.6709109452218296,162.3773797731405,152.79741812874147,0.2916210125467989,6.84321859063411,0.9611487539725043
72,644,2625,1,0.8779857754707336,0.6918211464438595,163.79058050932295,170.98067553979692,0.1460820253233413,3.618618077720505,1.0
73,645,3522,1,0.886044442653656,0.6904201698484841,165.62198104348303,154.23371066547134,0.2583473243990691,6.003201958048194,1.0
74,646,2628,1,0.8412347435951233,0.7066129091752023,167.21359251066283,171.20059311517448,0.1554598237131697,4.008605270063075,1.0
75,653,3513,1,0.8499059081077576,0.6754385150173107,177.81817035691157,174.6401072258559,0.2229962625423462,6.877120490693887,0.9652759507282045
76,659,2646,1,0.8385369181632996,0.6385180467576592,184.51987027165984,160.330263817854,0.6083392039556331,4.430976782359046,1.0
77,660,3504,1,0.8678114414215088,0.6718632002202978,186.13213461675377,168.78529489942113,0.1293123197868939,4.974041035466849,1.0
78,661,2646,1,0.895821213722229,0.6313765680362369,186.4081115102714,161.9440852163445,0.3374071495967618,3.3085516731539704,1.0
79,664,3500,1,0.8735635876655579,0.6585356229973758,189.55939635218056,169.95632116830205,0.6793530307645897,9.651927352458012,0.657239545577153
80,746,3426,1,0.6705124974250793,0.6389307486787777,179.01417916953017,146.7415167950476,4.831880463712834,22.307987593564476,0.20451000632885827
81,779,3399,1,0.7904973030090332,0.650421433438587,175.00720579154657,170.06531981951784,2.0991592006938533,12.081265872692107,0.42021507488101584
82,827,3360,1,0.8075024485588074,0.6653141363611097,170.79212763601203,150.87520024242164,1.5115622985522648,16.334596425310743,0.3736459662146508
83,843,3358,1,0.7812601923942566,0.6256591958381499,169.08560282654156,148.63398297345506,1.5274269010629848,16.946954597310864,0.3617866123282437
