query_keyframe_id,valid_overlap_query,positive_count,nearest_positive_distance_m
0,True,147,0.0004167174823776279
1,True,147,0.00034504720861629044
2,True,147,0.00028451277992184434
3,True,147,0.0001951292151074099
4,True,147,1.785675976066152e-05
5,True,147,0.0010159956202173942
6,True,147,0.0006897193739012751
7,True,147,0.0003390072436233873
8,True,147,0.00018287959881166122
9,True,147,0.0006369493471982877
10,True,147,0.000505289726803649
11,True,147,0.0006807433173939011
12,True,147,0.0006253077343898897
13,True,147,0.00035028927426329566
14,True,147,0.00024589417273628884
15,True,147,0.00048136874436016316
16,True,147,0.000576710448857322
17,True,147,0.001799620571439892
18,True,147,0.00013514700863725314
19,True,147,0.0001422987750734514
20,True,147,0.0006861734079883236
21,True,147,0.0009129144168848438
22,True,147,0.0002640977827880922
23,True,147,0.0001774697700747412
24,True,147,9.559595023313391e-05
25,True,147,0.0002553171285199927
26,True,147,0.0005140670034149091
27,True,147,0.00030630770707039704
28,True,147,0.0004231740650045308
29,True,147,0.0012667354776003405
30,True,147,0.0005262048435053198
31,True,147,0.0007740495501920717
32,True,147,0.000506427487985651
33,True,147,0.0006051516045166493
34,True,147,0.0003868055286250523
35,True,147,0.0006397263329445204
36,True,147,0.00012841353479454702
37,True,147,0.0007804680205386975
38,True,147,0.0002124678296822268
39,True,147,0.00028961273368891666
40,True,147,0.00025575455948594495
41,True,147,0.0004257879998341433
42,True,147,0.000454067298247365
43,True,147,0.0002498954527866688
44,True,147,0.0002551168752915332
45,True,147,0.0007347464827435276
46,True,147,0.0001235014768917693
47,True,147,0.0007177934576721425
48,True,147,0.0005994406085097613
49,True,147,0.00023337780076331403
50,True,147,0.0002215610458315597
51,True,147,2.4325897626188627e-05
52,True,147,0.00015268657684201574
53,True,147,0.00021663566051718358
54,True,147,0.00044933388946458776
55,True,147,0.0003170640625635417
56,True,147,0.00022434995395183562
57,True,147,4.218403956052802e-05
58,True,147,0.0004156424513024434
59,True,147,0.00014456777963378075
60,True,147,0.00044405101935637706
61,True,147,5.7260912667306385e-05
62,True,147,0.00023862158360232855
63,True,147,0.0003719325463381014
64,True,147,0.00023402726774304774
65,True,147,0.0002814947798444664
66,True,147,0.00037407430078615484
67,True,147,0.00014270087618164517
68,True,147,0.0004902355382464734
69,True,147,0.0003294723552311447
70,True,147,0.0001020916508619126
71,True,147,0.00022277568079496037
72,True,147,0.00033684092432061027
73,True,147,0.00039107093588314304
74,True,147,0.000909427438943978
75,True,147,9.69360008645852e-05
76,True,147,0.0003225878987719143
77,True,147,0.00030033398896159015
78,True,147,0.0003368898038588345
79,True,147,0.0004885315037353461
80,True,147,0.000422513629872024
81,True,147,0.0003318768237235202
82,True,147,0.0005992186775184159
83,True,147,0.00015768389607381906
84,True,147,0.0001222239424162819
85,True,147,0.00023238995494241993
86,True,147,0.0003770327946884119
87,True,147,0.0002260538769511587
88,True,147,0.00022350827875407828
89,True,147,0.00025096260628524377
90,True,147,0.0004859017903636701
91,True,147,0.00022086069429281456
92,True,147,4.41551674243705e-05
93,True,147,0.000638468197130764
94,True,147,0.00020630654050944746
95,True,147,0.00013936847952685517
96,True,147,0.0003408088459113106
97,True,147,0.0003272816131853494
98,True,147,0.0001985134390598401
99,True,147,0.0006379533284953965
100,True,147,0.00011927898329676928
101,True,147,0.0008079483231507504
102,True,147,5.5878755301638456e-05
103,True,147,0.00011834142057571387
104,True,147,0.00044721042148608813
105,True,147,0.0006907519830581396
106,True,147,0.0006145018523720808
107,True,147,0.0005095990489548399
108,True,147,0.00012094389474881642
109,True,147,0.0005457750214890425
110,True,147,0.0023960761359932393
111,True,147,0.004293174224397787
112,True,147,0.0029491057702867355
113,True,147,0.0021196587965100918
114,True,147,0.003307217406123405
115,True,147,0.005337704732150821
116,True,147,0.009174378162808618
117,True,147,0.018292015205587077
118,True,147,0.022136602435986863
119,True,147,0.026309146887314585
120,True,147,0.024719031242823035
121,True,147,0.03088185513116453
122,True,147,0.03512268234689772
123,True,147,0.0529257539649189
124,True,147,0.050280918642707444
125,True,147,0.03824198707831305
126,True,147,0.029580762091991817
127,True,147,0.08656571641562813
128,True,147,0.14660171297804533
129,True,147,0.200572207030834
130,True,147,0.20024166746907338
131,True,147,0.20195438159561752
132,True,147,0.19862456034950174
133,True,147,0.20332590770084066
134,True,147,0.20008469141052945
135,True,147,0.1972307861794606
136,True,147,0.20309218309973
137,True,147,0.199588585114421
138,True,147,0.20034101767984905
139,True,147,0.20448931071170562
140,True,147,0.2067708698985356
141,True,147,0.20485879252653008
142,True,147,0.20424245328865337
143,True,147,0.20733322834824972
144,True,147,0.21149253962370768
145,True,147,0.21182755641792686
146,True,147,0.21257923457005595
147,True,147,0.21295898633978322
148,True,147,0.2184091482190314
149,True,147,0.21548492747225237
150,True,147,0.21679955277095825
151,True,147,0.22199314661920547
152,True,147,0.22635202310890998
153,True,147,0.22650900985293554
154,True,147,0.22746103580039703
155,True,147,0.2320790268065075
156,True,147,0.22828884050568976
157,True,147,0.23227353173371793
158,True,147,0.23458312060524006
159,True,147,0.23233067903756968
160,True,147,0.23661026499543555
161,True,147,0.23846950213272688
162,True,147,0.24148501963030175
163,True,147,0.24705952335984438
164,True,147,0.2472162807607395
165,True,147,0.24863578208839557
166,True,147,0.2520194109844015
167,True,147,0.25376966919792876
168,True,147,0.2582559572946131
169,True,147,0.26662236049787574
170,True,147,0.3204770230074172
171,True,146,0.2899464284694321
172,True,146,0.2341766272956518
173,True,146,0.1121594743396096
174,True,146,0.1159170476021992
175,True,145,0.1683669375196287
176,True,145,0.2295405511145348
177,True,145,0.31717136670777357
178,True,145,0.41587910427205976
179,True,145,0.5020248622699834
180,True,145,0.572774734877843
181,True,145,0.5904360927535837
182,True,146,0.6070680014644968
183,True,146,0.6448480241461213
184,True,147,0.5940727789812354
185,True,147,0.5220256393581443
186,True,148,0.44811204278447997
187,True,149,0.3395746637565908
188,True,150,0.3647610391103038
189,True,152,0.2232010169276224
190,True,153,0.12349509052421782
191,True,155,0.18036278856188206
192,True,157,0.32691137603423387
193,True,149,0.547494840396642
194,True,146,0.7935081782368277
195,True,23,1.077475217884497
196,True,23,1.3248673292505955
197,True,24,1.5710351406792948
198,True,24,1.8064035865771373
199,True,24,1.9575466860408945
200,True,25,2.047183208382552
201,True,26,2.0771061012461955
202,True,25,2.061635591041847
203,True,25,1.9918232382864742
204,True,25,1.9502453089485805
205,True,25,1.929245238060884
206,True,24,1.8989990915156398
207,True,23,1.89530416466377
208,True,23,1.9555991557001406
209,True,21,2.0466699117145524
210,True,20,2.1574285203148174
211,True,20,2.299168952862423
212,True,20,2.4409644344118835
213,True,19,2.537419106107335
214,True,18,2.6580595058062264
215,True,17,2.7755889241069474
216,True,17,2.8925098014341746
217,True,16,2.9556261226629514
218,True,15,3.0657610135108198
219,True,15,3.060976565806556
220,True,15,3.002051286478195
221,True,15,2.953630040291073
222,True,16,2.926801433229053
223,True,16,2.8990338838445195
224,True,15,2.893468394407943
225,True,15,2.8813850075286376
226,True,16,2.856078541395691
227,True,15,2.8406619564007465
228,True,15,2.8511578838482357
229,True,15,2.8324394533957826
230,True,15,2.844954192309277
231,True,14,2.835186388502278
232,True,15,2.7912247677696778
233,True,16,2.758891545793571
234,True,15,2.6691212580380963
235,True,16,2.584847621084726
236,True,16,2.543882041811632
237,True,16,2.4769157039508127
238,True,16,2.3925795715446285
239,True,18,2.232494783198227
240,True,17,2.0540230038978096
241,True,18,1.8823131169322866
242,True,19,1.6135403337017764
243,True,19,1.328645119087269
244,True,20,1.011072448723384
245,True,19,0.7323241261072038
246,True,20,0.5524633365059168
247,True,20,0.4521380824353736
248,True,21,0.43320501752988766
249,True,22,0.4578278291785347
250,True,22,0.46175287915268914
251,True,22,0.45302322073007184
252,True,22,0.4730932329850243
253,True,22,0.41007040824527596
254,True,22,0.37099035262189534
255,True,22,0.3865851555855241
256,True,22,0.39263019843040403
257,True,22,0.3075554565066682
258,True,21,0.26882009044876104
259,True,22,0.23433572550521337
260,True,21,0.24541438987922853
261,True,22,0.32250652370530863
262,True,22,0.3151855380640895
263,True,22,0.29551298377901236
264,True,21,0.25789674143501873
265,True,22,0.1529834617986586
266,True,21,0.157526095327805
267,True,21,0.28266432056958285
268,True,22,0.08147930337958226
269,True,21,0.2221156263908166
270,True,21,0.22086356825970394
271,True,21,0.1428225855746541
272,True,20,0.11808740416531244
273,True,19,0.050220311192605886
274,True,19,0.14050402081768484
275,True,18,0.28128876237120043
276,True,18,0.19382302174972665
277,True,17,0.33665737746108243
278,True,17,0.39983962943245405
279,True,17,0.4936903810511539
280,True,17,0.6368394307844055
281,True,17,0.6389741082661037
282,True,18,0.6417602922799872
283,True,17,0.6404202768492763
284,True,17,0.660696608186792
285,True,17,0.7031880618689609
286,True,18,0.6801814116382165
287,True,17,0.6134927758725386
288,True,17,0.5893720483027133
289,True,17,0.47071076328206296
290,True,17,0.4520817696827123
291,True,18,0.4707310244415991
292,True,18,0.4531123072029597
293,True,18,0.46021885872722806
294,True,19,0.4383035560869055
295,True,21,0.5040562009349834
296,True,21,0.6744935883342674
297,True,21,0.8330017071582425
298,True,20,1.0803357687888495
299,True,19,1.4512694567185083
300,True,17,1.9692066358748979
301,True,15,2.458364657112068
302,True,14,2.755822767974919
303,True,12,3.175653890334632
304,True,9,3.8524221114130603
305,True,4,4.654265855304922
306,False,0,
307,False,0,
308,False,0,
309,False,0,
310,False,0,
311,False,0,
312,False,0,
313,False,0,
314,False,0,
315,False,0,
316,False,0,
317,False,0,
318,False,0,
319,False,0,
320,False,0,
321,False,0,
322,False,0,
323,True,5,4.422003103661748
324,True,7,3.8135483764077196
325,True,9,3.187182251783607
326,True,10,2.575068661599429
327,True,10,2.4274338938413034
328,True,10,2.439664785575348
329,True,10,2.4419316063089647
330,True,10,2.4417807737132162
331,True,10,2.4407638022800198
332,True,10,2.44212612187701
333,True,10,2.4391152982454383
334,True,10,2.438720182989968
335,True,10,2.4413604732270073
336,True,10,2.43804804782431
337,True,10,2.4398150504196146
338,True,10,2.4416473118773125
339,True,10,2.438897707223942
340,True,10,2.440349647150465
341,True,10,2.4411250068590737
342,True,10,2.441933999721681
343,True,10,2.442566320812968
344,True,10,2.440688384600574
345,True,10,2.4408444849756883
346,True,10,2.4427546457921547
347,True,10,2.441163554886447
348,True,10,2.444270559981408
349,True,10,2.4416495348124694
350,True,10,2.4455284822784695
351,True,10,2.444357994981237
352,True,10,2.4442876280497963
353,True,10,2.4412043922414033
354,True,10,2.4429164290700185
355,True,10,2.4410155582429094
356,True,10,2.4431945963297466
357,True,10,2.439923939070093
358,True,10,2.440943541995727
359,True,10,2.442002840872778
360,True,10,2.4419116276319026
361,True,10,2.4413801533783483
362,True,10,2.4417779059838067
363,True,10,2.442977105548032
364,True,10,2.4427128198044588
365,True,10,2.443794073393803
366,True,10,2.442923570118613
367,True,10,2.443865271784379
368,True,10,2.440925069589873
369,True,10,2.417463640463575
370,True,11,2.179114447898453
371,True,12,1.9195798022534045
372,True,12,1.8471895930834952
373,True,12,1.7017313793813051
374,True,12,1.5383233810548391
375,True,13,1.384509837354793
376,True,13,1.2422197258843166
377,True,13,1.1512199203317952
378,True,14,1.1017461473292534
