loop_id,query_keyframe_id,candidate_keyframe_id,SC_rank,SC_score,GICP_quality,translation_before_m,rotation_before_deg,translation_after_m,rotation_after_deg,robust_weight
0,5,92,1,0.8891443014144897,0.6596468898032009,9.743685839155464,91.07886677021546,8.360474364183796,26.17083481609088,0.13635754577538306
1,8,119,1,0.8966119289398193,0.678860431816943,9.634861590019211,91.14405972949723,1.2379138320800265,3.955881704643182,0.9154977009719946
2,9,87,1,0.9081543684005736,0.6480154914562747,9.811131035725673,91.12427080593348,2.084606591647541,7.9905128445510805,0.5120506912042734
3,11,119,1,0.9039719104766846,0.6676052886300643,9.622302024445247,91.1335700388754,0.5917640394732536,0.9225327348460237,1.0
4,12,58,1,0.9114951491355896,0.6489673282012557,86.02445966066473,89.73682942212449,60.436713981844186,54.89084573582116,0.021896372440009564
5,14,89,1,0.8910194635391235,0.6341176054595523,9.777928808041437,91.03805485462392,0.7237533681414203,1.192041134878281,1.0
6,17,117,1,0.8773153424263,0.6658264012603254,9.568297390936966,91.04442465481516,0.09472048964569194,1.2285856173396121,1.0
7,18,87,1,0.873931348323822,0.6229854731873502,9.806961492795248,91.04434147792139,0.44478729347465895,2.4851008361670712,1.0
8,20,117,1,0.8800109028816223,0.6492324084827674,9.623626426668409,90.99235066035872,0.7070047821736095,0.973732902968718,1.0
9,26,43,1,0.8912750482559204,0.6306087462444309,348.2052581293656,121.52581944403597,5.261235098627323,4.196943704401276,0.2524506819239062
10,34,87,1,0.8915581107139587,0.6149644896196773,9.822106195811472,90.87015519773045,1.363238534571233,11.318804028526877,0.5089794631235086
11,36,4,1,0.8981166481971741,0.6335852095418508,12.458731798292725,37.568844126889324,39.53451216521234,90.65228309572535,0.030924107404028914
12,37,43,1,0.8957335352897644,0.6236827896085138,348.18150146852804,121.3969067353871,15.269231256297294,4.284366541193775,0.0879472670288271
13,45,86,1,0.8702195882797241,0.6248869491591849,9.821380293764744,90.71229477911321,0.28521893907896717,0.8241412505112875,1.0
14,47,76,1,0.8757456541061401,0.6223970227180612,9.863061128373324,90.7217013388524,0.44224810578707496,2.2220824260874146,1.0
15,49,87,1,0.8775640726089478,0.619335498847027,9.808620215004318,90.66142937583908,0.6202637248456238,6.270970740803021,0.9612710892338355
16,55,76,1,0.8807816505432129,0.614050889039955,9.864231001905,90.62430610831255,6.750130591036956,50.6168606283642,0.11054079582983488
17,56,87,1,0.8902820348739624,0.6236878990647601,9.80125388070882,10.085605046706696,7.732754929604746,91.48727024243686,0.06770924455229085
18,61,78,1,0.8848101496696472,0.6196591835790421,407.54409341834025,37.016862736267356,352.2509498414311,70.39119441700785,0.0038152546845429776
19,77,88,1,0.8722999691963196,0.6221683715419988,9.987832285613404,37.71279859421939,1.994308113177403,19.37210472658414,0.3086583780642452
20,79,76,1,0.8783862590789795,0.6154171896581392,10.04006011057155,37.73627876101259,0.5018087222273651,4.22366430121902,1.0
21,80,87,1,0.8923806548118591,0.6168898773251005,9.976887045655946,37.69061864138974,0.6646349694701078,4.689094028932028,1.0
22,81,76,1,0.8763748407363892,0.612086372716865,10.015928457559683,37.705379459884924,0.29090112866691714,1.2027223520876624,1.0
23,89,87,1,0.880837619304657,0.6279181862451949,9.972938405325415,37.63804602073585,0.4083011454671191,1.597068247509681,1.0
24,90,76,1,0.8640317916870117,0.6260543407785754,10.043349076049179,37.68223997972707,0.3593911835348444,3.257471315813607,1.0
25,91,43,1,0.8878743648529053,0.6267376802001043,348.4356513736613,68.21775860811965,13.014802124056967,15.439014034586398,0.1005526045752774
26,92,21,1,0.8764877915382385,0.6397014251263771,9.228424239234437,15.346895036383325,137.94835265306236,158.9842701828645,0.00950090308799642
27,93,78,1,0.8793772459030151,0.6178549360149299,10.04358157191131,37.6259868320047,1.3648921417878996,3.2672839858296667,0.888813370946901
28,94,87,1,0.8764411807060242,0.6304698555186095,9.980941735264594,37.64576653362128,0.8100575196517721,1.2205175212544634,1.0
29,96,95,1,0.875256359577179,0.642006743163744,9.928145603939207,37.48747068011029,0.15879950773993817,1.2245205424100125,1.0
30,105,93,1,0.8822749853134155,0.6482197461173588,9.9023278227368,37.44137740171036,0.14020851568758647,1.3250654207492778,1.0
31,108,87,1,0.8942577242851257,0.6204047064734061,10.00881100807119,37.44425839448584,0.4009711274407183,2.190381800804057,1.0
32,109,123,1,0.8694676160812378,0.6357186050938611,9.855699474823732,37.50895953717738,0.4462924313629904,1.0159542714713914,1.0
33,129,102,1,0.7421413660049438,0.6116859117392582,9.857248631981076,37.18522104901568,0.1553442602376759,0.2552050436765464,1.0
34,141,90,1,0.8293883800506592,0.6195809301294771,9.796549486737067,36.95348661886175,2.250001628136137,2.3849138740249094,0.5847815091042717
35,144,43,1,0.8317775726318359,0.6240580223457882,348.24044692937196,67.53449498978696,4.7492781840653295,5.828976901619083,0.2750360452906172
36,146,87,1,0.8375588655471802,0.6161265761436509,9.747435656017037,36.94545439582611,8.023487894384848,10.862397925375497,0.1618064206127223
37,147,43,1,0.8332931399345398,0.6202605311085034,348.2345979104866,67.5688159544786,3.1178161536700952,4.101133592619905,0.41719619733583396
38,160,43,1,0.8485140204429626,0.6102399049081921,348.20981886910556,67.64980832909697,2.675940239748924,3.502855692968486,0.4862395035119306
39,161,87,1,0.8428076505661011,0.6107710940094605,9.754451839849928,37.05364164798303,8.582703314877811,11.611504669432218,0.15127083412959222
40,163,43,1,0.8345335125923157,0.6126024772507241,348.2395962777764,67.70362659246022,3.965940736344246,4.757395535015265,0.32977972874798045
41,168,90,1,0.8359265327453613,0.613865960288018,9.756834124747368,37.09806231781901,0.6215259690710818,1.0952370476707312,1.0
42,170,118,1,0.8465330004692078,0.6111648020633806,9.815364899360112,37.27475725436262,0.4704172576730239,0.9261907188426657,1.0
43,179,131,1,0.8955921530723572,0.6840931040868137,10.922403616531112,37.267579913973485,0.05744133140179411,0.28476947924281637,1.0
44,211,177,1,0.7422690987586975,0.6161371792716084,7.344816596735384,34.465080234248795,0.06007455660473,0.8158329721694383,1.0
45,283,252,1,0.8145303130149841,0.7493432841095745,7.32410687763558e-15,2.5135257295550363e-15,0.018071874376971466,0.31424136345863274,1.0
46,378,2930,1,0.866118848323822,0.6743685340056447,12.640977155744663,79.43125334623474,0.08656273506689693,2.496014887771481,1.0
47,454,3012,1,0.8542033433914185,0.7116246501330794,10.243154371647325,44.022038099054754,0.10972703140666591,0.4437645341732969,1.0
48,482,3043,1,0.7857111096382141,0.6122770464210913,10.63411615942901,40.540417542944205,0.04037114330899072,0.4116659307742168,1.0
49,512,3072,1,0.8045189380645752,0.6940297318885271,11.748463905195967,39.70856652942219,0.02466616258602507,0.6525167928600403,1.0
50,547,3613,1,0.8390812873840332,0.6274371117908462,13.148212868116621,77.13135210535627,0.02005428165432193,1.5961307768080124,1.0
51,575,2550,1,0.9227021932601928,0.7321150251667603,17.431044119469426,58.767209682906326,0.06502737727709448,1.3305491414480937,1.0
52,632,3535,1,0.8109207153320312,0.6672368367564444,40.96129489714097,67.07049068769328,0.09906096432175096,2.9324006910231835,1.0
