query_robot,query_keyframe_id,query_timestamp,candidate_robot,candidate_keyframe_id,candidate_timestamp,SC_rank,SC_score,SC_second_score,SC_margin12,best_shift,SC_yaw_initialization_deg,query_pointcloud_path,candidate_pointcloud_path,query_robot_backend,database_robot,database_keyframe_id,rank,sc_score,best_shift_backend,init_yaw_deg,gicp_fitness,gicp_inlier_rmse,gicp_quality,gicp_transform,registration_seconds,pair_wall_seconds,tx,ty,tz,qx,qy,qz,qw,gicp_yaw_deg,gicp_converged,gicp_iterations,GICP_quality,GICP_fitness,GICP_inlier_RMSE,gt_xy_distance_m,offline_true_pair,translation_error_m,rotation_error_deg,backend_source,yaw_consistency_error_deg,temporal_cluster_id,accepted_before_sanitation,accepted_after_sanitation,duplicate_status,transform_direction
robot1,5,1722894203195519774,robot3,92,1722894255626341577,1,0.8891443014144897,0.8836411833763123,0.0055031180381774,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000005_lidar_1722894203195519774.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000092_lidar_1722894255626341577.npy,robot1,robot3,92,1,0.8891443014144897,0,0.0,0.887263339070568,0.345058019352254,0.6596468898032009,"[0.9999951236771986, -0.002683406822700517, -0.0015974822842275175, -0.006473956615158417, 0.0026869092879081885, 0.9999939825521762, 0.0021943969368568104, -0.006099050969383772, 0.0015915842117491478, -0.002198678526255752, 0.9999963163294326, 0.00490071764995235, 0.0, 0.0, 0.0, 1.0]",0.0210969439940527,0.0285220639780163,-0.0064739566151584,-0.0060990509693837,0.0049007176499523,-0.0010982708670273,-0.0007972680767615,0.0013425814740797,0.9999981778181908,0.1539489423581036,not_exposed_by_open3d_registration_result,,0.6596468898032009,0.887263339070568,0.345058019352254,0.006102239896821,True,0.015324127758523,0.2149669104695848,teammate_existing_or_new_pair,0.153948942358113,0,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
robot1,8,1722894204697364961,robot3,119,1722894269175292462,1,0.8966119289398193,0.8951677680015564,0.0014441609382629,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000008_lidar_1722894204697364961.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000119_lidar_1722894269175292462.npy,robot1,robot3,119,1,0.8966119289398193,0,0.0,0.913595166163142,0.3457776051521236,0.678860431816943,"[0.9999378066254927, 0.007483792230500751, 0.008268962138613034, -0.024109162058442057, -0.007563819262174109, 0.9999244483579216, 0.009689489887385577, 0.12101463666866373, -0.008195823275808447, -0.009751432200414446, 0.9999188657340519, -0.017709365407234924, 0.0, 0.0, 0.0, 1.0]",0.0442294110544025,0.0518339979462325,-0.024109162058442,0.1210146366686637,-0.0177093654072349,-0.0048603635028787,0.0041163089769905,-0.0037620058027181,0.9999726397153904,-0.4333936095325822,not_exposed_by_open3d_registration_result,,0.678860431816943,0.913595166163142,0.3457776051521236,0.1517760946080829,True,0.0904442062124651,1.652644307302944,teammate_existing_or_new_pair,0.4333936095325725,1,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
robot1,9,1722894205199186446,robot3,87,1722894253126732635,1,0.9081543684005736,0.9067343473434448,0.0014200210571289,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000009_lidar_1722894205199186446.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000087_lidar_1722894253126732635.npy,robot1,robot3,87,1,0.9081543684005736,0,0.0,0.8921911421911422,0.376805267704535,0.6480154914562747,"[0.9999966249497837, -0.002057278252305985, -0.0015867246874378205, 0.011314240396772538, 0.002060966322182842, 0.9999951705786229, 0.002326206622244437, -0.006456760876513843, 0.0015819313701813823, -0.0023294689573236604, 0.9999960355259, 0.005046411215991044, 0.0, 0.0, 0.0, 1.0]",0.0244205490453168,0.0293017729418352,0.0113142403967725,-0.0064567608765138,0.005046411215991,-0.0011639206653542,-0.0007921652193826,0.0010295627097099,0.9999984788806314,0.1180849033300028,not_exposed_by_open3d_registration_result,,0.6480154914562747,0.8921911421911422,0.376805267704535,0.0013459818449127,True,0.0144458427432658,0.1948093349224726,teammate_existing_or_new_pair,0.1180849033300148,2,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
robot1,11,1722894206197671242,robot3,119,1722894269175292462,1,0.9039719104766846,0.9004626274108887,0.0035092830657958,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000011_lidar_1722894206197671242.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000119_lidar_1722894269175292462.npy,robot1,robot3,119,1,0.9039719104766846,0,0.0,0.909667673716012,0.3625830849582743,0.6676052886300643,"[0.999937046691157, 0.007786178985345462, 0.0080794845983207, -0.009355635774669142, -0.007863586173866633, 0.9999230606201818, 0.009593583921250473, 0.119772144884059, -0.008004165606264671, -0.009656513696778292, 0.9999213394443441, -0.017392689011256443, 0.0, 0.0, 0.0, 1.0]",0.022852057009004,0.0277995090000331,-0.0093556357746691,0.119772144884059,-0.0173926890112564,-0.0048126558839978,0.0040210224035833,-0.0039125481787753,0.999972680471282,-0.4505693768674741,not_exposed_by_open3d_registration_result,,0.6676052886300643,0.909667673716012,0.3625830849582743,0.1508400321584873,True,0.0761816965527632,1.6455830481651368,teammate_existing_or_new_pair,0.4505693768674632,3,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
robot1,12,1722894206697153144,robot3,58,1722894238673413928,1,0.9114951491355896,0.9106044769287108,0.0008906722068786,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000012_lidar_1722894206697153144.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000058_lidar_1722894238673413928.npy,robot1,robot3,58,1,0.9114951491355896,0,0.0,0.8738579428234601,0.3465361118340644,0.6489673282012557,"[0.9999963316820845, -0.002379085474637199, -0.0012948261190852597, -0.0006073576093926982, 0.0023824768240738605, 0.9999937193397791, 0.002623944583499915, -0.001596432501910587, 0.001288575398277503, -0.0026270198512569165, 0.999995719160909, 0.0026061448726593553, 0.0, 0.0, 0.0, 1.0]",0.018029096070677,0.0256420249352231,-0.0006073576093926,-0.0015964325019105,0.0026061448726593,-0.0013127434437036,-0.0006458515281353,0.0011903926920634,0.9999982212712648,0.1365061092759454,not_exposed_by_open3d_registration_result,,0.6489673282012557,0.8738579428234601,0.3465361118340644,0.0025494891722624,True,0.0057621115435528,0.2141182936626581,teammate_existing_or_new_pair,0.136506109275956,4,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
robot1,14,1722894207697251666,robot3,89,1722894254123550763,1,0.8910194635391235,0.8831573724746704,0.0078620910644531,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000014_lidar_1722894207697251666.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000089_lidar_1722894254123550763.npy,robot1,robot3,89,1,0.8910194635391235,0,0.0,0.8752900232018561,0.3803275853972284,0.6341176054595523,"[0.9999958275845039, -0.002591662463865186, -0.0012759699274172956, 0.01610599041033606, 0.00259488101152117, 0.99999343972349, 0.0025272717540870617, 0.0008810521292584048, 0.001269411721360699, -0.0025305721993951597, 0.9999959923910822, 0.005558892046039545, 0.0, 0.0, 0.0, 1.0]",0.0208299730438739,0.0259124329313635,0.016105990410336,0.0008810521292584,0.0055588920460395,-0.0012644633181939,-0.000636346584688,0.0012966382579535,0.9999981574606872,0.1486760169373907,not_exposed_by_open3d_registration_result,,0.6341176054595523,0.8752900232018561,0.3803275853972284,0.0033807184820224,True,0.01896929168747,0.2132930591179876,teammate_existing_or_new_pair,0.1486760169374008,5,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
robot1,17,1722894209196380297,robot3,117,1722894268124494938,1,0.8773153424263,0.8761028051376343,0.0012125372886657,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000017_lidar_1722894209196380297.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000117_lidar_1722894268124494938.npy,robot1,robot3,117,1,0.8773153424263,0,0.0,0.909505010628606,0.3659791935360746,0.6658264012603254,"[0.9999314692760134, 0.00765448866691346, 0.00885807850276447, 0.0018830399910705774, -0.007737284074632913, 0.9999263470189331, 0.009350666955947898, 0.1215538147449349, -0.008785851504633827, -0.009418563617702937, 0.9999170462957003, -0.017352606140974638, 0.0, 0.0, 0.0, 1.0]",0.024898069910705,0.0323209179332479,0.0018830399910705,0.1215538147449349,-0.0173526061409746,-0.0046924397007356,0.0044111066417365,-0.003848051479453,0.9999718574278288,-0.4433352571527977,not_exposed_by_open3d_registration_result,,0.6658264012603254,0.909505010628606,0.3659791935360746,0.1455955403483714,True,0.0593862397015217,1.6301445891560098,teammate_existing_or_new_pair,0.4433352571527962,6,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
robot1,18,1722894209697554814,robot3,87,1722894253126732635,1,0.873931348323822,0.8718140125274658,0.0021173357963562,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000018_lidar_1722894209697554814.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000087_lidar_1722894253126732635.npy,robot1,robot3,87,1,0.873931348323822,0,0.0,0.8575174825174825,0.3764646519447837,0.6229854731873502,"[0.9999977233397007, -0.0017012849341310147, -0.0012880003836942767, 0.015085600282062836, 0.0017048390692815253, 0.9999947286405114, 0.0027633702137235335, -0.006230226314097323, 0.0012832923140691983, -0.002765559755843647, 0.999995352409237, 0.0017958361478350936, 0.0, 0.0, 0.0, 1.0]",0.0255681130802258,0.030510924058035,0.0150856002820628,-0.0062302263140973,0.001795836147835,-0.0013822345995427,-0.0006428241543957,0.0008515322989736,0.9999984755475192,0.0976802111682881,not_exposed_by_open3d_registration_result,,0.6229854731873502,0.8575174825174825,0.3764646519447837,0.0022631160486861,True,0.0154133516914081,0.1932407149810426,teammate_existing_or_new_pair,0.0976802111682957,7,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
robot1,20,1722894210697850726,robot3,117,1722894268124494938,1,0.8800109028816223,0.8718966245651245,0.0081142783164978,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000020_lidar_1722894210697850726.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000117_lidar_1722894268124494938.npy,robot1,robot3,117,1,0.8800109028816223,0,0.0,0.8697236562405102,0.3396183629727033,0.6492324084827674,"[0.9999347450863093, 0.007378669529194209, 0.00872128460472627, -0.06652683900380275, -0.007465425274945762, 0.9999225572967781, 0.009957250350141469, 0.12161444539597091, -0.008647137945117763, -0.010021708689147394, 0.9999123923426032, -0.019143986087351406, 0.0, 0.0, 0.0, 1.0]",0.0184851579833775,0.0232339849462732,-0.0665268390038027,0.1216144453959709,-0.0191439860873514,-0.0049948835553954,0.0043422306440878,-0.0037111305391899,0.9999712114263204,-0.4277573267192851,not_exposed_by_open3d_registration_result,,0.6492324084827674,0.8697236562405102,0.3396183629727033,0.1470704695507529,True,0.1172993085235259,1.652859130767702,teammate_existing_or_new_pair,0.4277573267192736,8,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
robot1,26,1722894213695645725,robot3,43,1722894231172841007,1,0.8912750482559204,0.8846375942230225,0.0066374540328979,0,0.0,/home/cas/CU-Multi/processed_v1/full_2hz/robot1/lidar/000026_lidar_1722894213695645725.npy,/home/cas/CU-Multi/processed_v1/full_2hz/robot3/lidar/000043_lidar_1722894231172841007.npy,robot1,robot3,43,1,0.8912750482559204,0,0.0,0.8565982404692082,0.3583672056098971,0.6306087462444309,"[0.9999974792706288, -0.001795088737833832, -0.0013487434196049089, -0.02043611713064206, 0.0017978256418834744, 0.9999963219108337, 0.0020307603910197035, -0.011684064345134016, 0.0013450930636991897, -0.0020331800775264266, 0.9999970284472962, 0.007656256583229396, 0.0, 0.0, 0.0, 1.0]",0.0205681580118834,0.0254142829217016,-0.020436117130642,-0.011684064345134,0.0076562565832293,-0.0010159862817586,-0.0006734598928111,0.0008982296245673,0.9999988537029378,0.1030079702553544,not_exposed_by_open3d_registration_result,,0.6306087462444309,0.8565982404692082,0.3583672056098971,0.0025679906554479,True,0.0240322525058265,0.1799956350265399,teammate_existing_or_new_pair,0.1030079702553621,9,True,True,cluster_representative,T_query_from_candidate: p_query = T_query_from_candidate * p_candidate
